qid,label
Q7023258,Ngāti Rangiwewehi
Q7023276,Ngāti Tama
Q7023279,Ngāti Tamaterā
Q7023290,Ngāti Tūwharetoa
Q7023293,Ngātiwai
Q7023294,Ngāti Whanaunga
Q7024433,Nicaraguan Americans
Q7026,Catalan
Q702718,British Jews
Q7032863,Nigerian Americans
Q7033019,Nigerian English
Q703353,Tai peoples
Q7033959,Yue Chinese
Q703914,Hoklo people
Q7042622,Nkore-Kiga
Q704608,Turks in Germany
Q7049771,Noongar
Q7053766,North American English
Q7053879,North American Spanish
Q7057961,Inland Northern American English
Q7060510,North–Central American English
Q7061432,Norwegians with Iranian background
Q706500,Puyuma people
Q706528,Yami
Q707007,Rhine Franconian
Q7071318,Nyungwe
Q707133,Taiwanese people
Q707464,Seediq people
Q7079491,Imperial Aramaic
Q7085214,Old Tibetan
Q709963,Truku people
Q710218,Wenzhounese
Q7103776,Oron people
Q7104460,Lebanese Greek Orthodox Christians
Q710817,Sakizaya
Q7108926,Otoe-Missouria Tribe of Indians
Q711083,Koryo-saram
Q711298,Koryo-mar
Q7121294,Pa'O
Q71223,East Franconian German
Q7125803,Pakistani Americans
Q7125962,Pakistanis in Thailand
Q7129609,Caucasian race
Q7129967,Panamanian Americans
Q713003,Sakhalin Koreans
Q7131310,Pankararú
Q7139341,Barngarla
Q7141853,Pascua Yaqui Tribe
Q7144304,Pataxó
Q715238,Paiwan people
Q715278,Formosan
Q715755,Paiwan
Q715760,Yami
Q715766,Atayal
Q715978,Korean Chinese
Q7162990,Peninsular Spanish
Q71632,South Franconian German
Q7165964,Northern Irish
Q716681,Tsou
Q716686,Seediq
Q716690,Puyuma
Q7171142,Peruvian Americans
Q717773,bağlama
Q7179700,Peñasco Mixtec
Q718269,撒奇莱雅语
Q7185155,Philippine Mandarin
Q720982,Crimean Karaites
Q7209881,Polish Brazilian
Q7210044,Poles in the United Kingdom
Q721007,Gurunsi
Q721854,Swahili people
Q7223451,Hoklo Taiwanese
Q72256,Amazonic Spanish
Q7227360,Pomo language
Q7232597,Ternateño
Q7232621,Portuguese Canadians
Q72484,Tay people
Q7258608,Puerto Rican Sign Language
Q7258609,Puerto Rican Spanish
Q7258666,Stateside Puerto Ricans
Q725937,Hungarians in the United Kingdom
Q726665,Asháninka people
Q726673,Finland Swedes
Q7273097,Québécois
Q727694,Standard Chinese
Q727928,Asian Americans
Q72805,Muong people
Q72926,Barese
Q7292868,Rangitāne
Q7294310,Rappahannock Tribe
Q732317,Ewe
Q7325,Jewish people
Q7361504,Roma in Greece
Q7361505,Romani people in Czechoslovakia
Q7361508,Roma in Serbia
Q7361510,Roma in Turkey
Q7361511,Romani people in the United States
Q7361512,Romani people in the Czech Republic
Q736236,Peruvian Spanish
Q7362473,Romani people in Austria
Q7362533,Romanian Canadians
Q7380625,Rusa
Q7382296,Russian Australians
Q7382298,Russian Brazilians
Q739827,Tém
Q7399757,Sahu
Q740417,Shan people
Q7406481,Salvadoran Spanish
Q7406487,Salvadoran Americans
Q7406492,Salvadoran Sign Language
Q7409937,Samoan Americans
Q7409949,Samoan New Zealanders
Q7411,Dutch
Q7416717,Chilean Americans
Q7418699,Sankethi people
Q7427084,Saudi Americans
Q7429945,Scandinavian Americans
Q7429989,Scandinavians
Q7434888,Eurasian
Q7435494,Scotch-Irish Americans
Q7437636,Scottish Brazilian
Q7437641,Scottish Canadians
Q7437878,Scottish New Zealander
Q7449545,Seminole Tribe of Florida
Q7450462,Senegalese Americans
Q7452997,Serbs in Italy
Q745718,Assyrians
Q747547,Canaanite
Q748316,Temne people
Q748548,Lipovans
Q749418,Sweden Finns
Q749720,Tai
Q750479,Lahu people
Q750553,Brazilian Portuguese
Q7507476,Sicilian Americans
Q750947,Pawnee Nation
Q7522198,Sindhi Rajput
Q7523254,Singaporean Americans
Q7523256,Singaporean Australians
Q7523317,Singaporean Canadians
Q752526,Galicians
Q7531942,Sitka Tribe of Alaska
Q7541523,Slovak Americans
Q7541693,Slovene Americans
Q756716,Moravians
Q7568395,South Sea Islander
Q7570103,Southern Luo
Q7570322,Southern Peninsular Malaysian Hokkien
Q757258,Guna people
Q7573109,Spanish immigration to France
Q7573153,Spanish Australians
Q7573411,Spanish language in South America
Q758570,Waorani
Q7586018,Sri Lankan Americans
Q7586023,Sri Lankan Australian
Q7598268,Standard Moroccan Tamazight
Q7633357,Sudanese Americans
Q7633418,Sudanese in Israel
Q765637,Lotud
Q765922,Nagpuri
Q766258,Gurunsi people
Q7665714,São Tomean Portuguese
Q7676603,Taiwanese Canadians
Q7681242,Tamil Americans
Q7682283,Tanana
Q7685391,Taranaki
Q7690712,Te-Moak Tribe of Western Shoshone Indians of Nevada
Q7690742,Te Aitanga-a-Māhaki
Q769092,Xakriabá people
Q7690952,Te Rarawa
Q7691020,Whakatōhea
Q7691037,Te Whānau-ā-Apanui
Q7691049,Te Āti Awa
Q7691050,Te Āti Haunui-a-Pāpārangi
Q7707309,Texan English
Q7709041,Thadou
Q7709309,Thai Britons
Q771405,South Asia
Q773631,Paraguayan Spanish
Q7737,Russian
Q77846563,Beninese French
Q7800220,Tianjin dialect
Q7800405,Tibetan Americans
Q7820911,Tong-Tai dialect
Q7820988,Tonga
Q7824218,Tooro
Q783605,written vernacular Chinese
Q7838,Swahili
Q784,Dominica
Q7842493,Trinidadian Creole
Q7842496,Trinidadian and Tobagonian Americans
Q7850,Chinese
Q785378,White South Africans
Q785474,Banat Bulgarian
Q7855501,Turks in Denmark
Q7856433,Turtle Mountain Band of Chippewa Indians
Q787519,Arab Americans
Q7877667,Ugandan Americans
Q7877674,Ugandan English
Q7881745,Umpaku dialect
Q788321,German Chileans
Q790,Haiti
Q7901452,Uruguayan Americans
Q7901501,Uruguayans
Q7913,Romanian
Q7917392,Cypriot Turkish
Q7918,Bulgarian
Q7919819,Venezuelan Americans
Q7928623,Vietnamese New Zealanders
Q7928671,Vietnamese Czechs
Q7930,Malagasy
Q794,Iran
Q7958576,Waama
Q7960682,Waja
Q7967891,Wangkumara
Q797536,Peranakan
Q7976,American English
Q7979,British English
Q79797,Armenians
Q798284,Bakhtiari people
Q7984255,West African Dwarf
Q7985,received pronunciation
Q7985442,West Indian Americans
Q79890,Finno-Ugric
Q79894,Braille script
Q79897,Morse code
Q7989949,Wet'suwet'en
Q7992,Cockney
Q7994447,White Australians
Q7994501,White British
Q7994663,White Earth Band of Ojibwe
Q7994805,White Hispanic and Latino Americans
Q799929,Gisu people
Q800116,Portuguese in France
Q8002,African American Vernacular English
Q800236,Bahawalpur State
Q80040,Kazakhs
Q8032824,Woodland Cree
Q8039044,Wudhadhi
Q804230,Bacairi
Q804639,Balanta people
Q8047534,Yalálag Zapotec
Q8047958,Yamatji
Q8048832,Yankton Sioux Tribe
Q8050480,Yawuru people
Q8050525,Yaygir
Q8052117,Yemeni American
Q8055853,Yorta Yorta people
Q805841,Luba people
Q8060,Romani people
Q806005,Bamileke
Q806017,Bamileke people
Q8060365,Yugoslav Americans
Q806124,Banatswabian
Q806236,Banda people
Q8070492,Zhangzhou dialect
Q8072050,Zimbabwean American
Q8075416,Zuru
Q8077088,Bernese German
Q809,Polish
Q8097,Telugu
Q809707,Baré
Q8102636,Kabye people
Q810714,Batak
Q8108,Georgian
Q810917,Tswana people
Q811078,Teke people
Q811460,Baoulé people
Q81257619,Okinawan people
Q8141,Modern Hebrew
Q815549,Belgian French
Q815763,Heiltsuk people
Q816665,Benadiri people
Q817393,Black people
Q819186,Mandinka people
Q8202951,medieval Aragonese
Q82048,Lenape
Q820569,Equatoguinean Spanish
Q8216,Greek alphabet
Q821915,Sto:lo
Q8222,Hangul
Q822279,Nuer people
Q824909,Cuban Spanish
Q826591,Nahua
Q828578,Muisca people
Q83328,Turkic peoples
Q833796,Greeks in Germany
Q83418,Normans
Q836076,Lipka Tatars
Q836398,Croats in Germany
Q836699,Romanians in Hungary
Q837169,Old Mandarin
Q837881,Lemkos
Q837985,Middle High German
Q838165,Kajkavian
Q840017,Venezuelan Spanish
Q840530,Dai people
Q840648,Sinti
Q84072,Turks
Q841325,Qiang
Q841756,Ulster Irish
Q842323,Khalkhas
Q842438,British
Q842823,Khorat Thai
Q843235,Biblical Aramaic
Q844091,Calabar
Q84423523,Habr Je'lo
Q844328,Meherrin
Q844538,Merina people
Q84493931,Maisin
Q845441,Sassarese
Q845686,Te Aupōuri
Q845748,Kalash people
Q845985,Negrito
Q846122,Turks in the Netherlands
Q846570,Americans
Q846578,Svan people
Q846599,Weitou dialect
Q847064,Camfranglais
Q847603,Dayak
Q848624,Alaska Natives
Q848668,Venda
Q851126,Gorani people
Q85119937,Acoma Pueblo tribe
Q85120630,Kilamiut
Q85146618,Argentine Spanish
Q85146895,Galician Spanish
Q851575,Gitxsan
Q852425,Tehuelche
Q852431,Puebloan peoples
Q852486,Rapa Nui people
Q85311556,Ostendian
Q854,Sri Lanka
Q854323,Punjabis
Q855215,Iberian
Q856676,Kokang people
Q857295,Chilean Spanish
Q857542,Jingpo people
Q857880,French Canadians
Q85846190,Isleño Spanish
Q858543,Circassian
Q862086,Indians
Q862529,Marehan
Q863284,indigenous peoples in Canada
Q863927,Garifuna
Q8641,Yiddish
Q8646,Hong Kong
Q864717,Te Arawa
Q866036,Bisaya
Q866644,Bissa people
Q86735,Afro-Germans
Q868841,Dungans
Q869,Thailand
Q871904,New Zealanders
Q873625,Brazilians
Q8748,Albanian
Q8752,Basque
Q875344,chữ Nôm
Q8765,Aragonese
Q876715,Vorarlberg dialect
Q877294,Münsterlandisch dialect
Q8778504,Kaŭkvalan-hispana lingvo
Q8778506,Yucatecan Spanish
Q8785,Armenian
Q8786,Alsatian
Q878607,Syrians
Q8798,Ukrainian
Q8821,Montenegrin
Q8826802,Barwe
Q884,South Korea
Q887672,Igala people
Q888553,Kalaallit
Q891077,Wayuu people
Q891085,Wayuu
Q89342802,Tionghoa Padang
Q893594,Puerto Ricans
Q894069,Bororo people (Brazil)
Q897129,Romani people in Hungary
Q897319,Missingsch
Q898799,Traśanka
Q899213,Spanish Argentines
Q902325,Tsonga people
Q9027,Swedish
Q9035,Danish
Q9043,Norwegian
Q9051,Luxembourgish
Q9056,Czech
Q9057197,Pazos
Q9058,Slovak
Q9063,Slovene
Q9067,Hungarian
Q9072,Estonian
Q907518,Indonesians in Japan
Q9078,Latvian
Q907924,Plains Indians
Q9083,Lithuanian
Q9091,Belarusian
Q9097686,Zezuru
Q9129,Greek
Q914077,Kuna
Q9142,Irish
Q9149944,Iraqi Americans
Q9166,Maltese
Q9168,Persian
Q917021,Cantabrian
Q9176,Korean
Q9186,Cantonese
Q9192,Mandarin
Q9199,Vietnamese
Q920233,Chaga people
Q9205,Khmer
Q9211,Lao
Q9217,Thai
Q922399,European Portuguese
Q9228,Burmese
Q923163,Romani people in Romania
Q9237,Malay
Q9240,Indonesian
Q9246,Mongolian
Q9252,Kazakh
Q9255,Kyrgyz
Q925772,Ohkay Owingeh
Q9260,Tajik
Q9264,Uzbek
Q9267,Turkmen
Q9268,Judaism
Q928333,Spaniards in Mexico
Q9288,Hebrew
Q9292,Azerbaijani
Q9296,Macedonian
Q9299,Serbian
Q9301,Serbo-Croatian
Q9303,Bosnian
Q9307,Galician
Q9309,Welsh
Q9314,Scottish Gaelic
Q932244,Sinhalese
Q9322510,Romani people in Poland
Q934315,Walloon Swedes
Q934541,Hainanese
Q934750,Wenatchi
Q936287,English Heritage
Q937585,Palóc
Q938216,Khowar
Q939451,Singlish
Q940348,Bosniaks
Q941167,Tsáchila
Q941391,Snohomish tribe
Q942602,Languedocian
Q945388,Polatlı district
Q945958,Hungarians in Serbia
Q94696335,Eastern Europeans
Q946997,Babylonian
Q947650,Osage Nation
Q947858,Philippine
Q948,Tunisia
Q948126,Hungarian Americans
Q950097,Missisauga
Q951473,Mallorcan
Q952720,Papel people
Q953412,Namlish
Q955150,Irob people
Q955944,Franco-Ontarians
Q956264,Miami people
Q957298,Wiradjuri
Q957764,Canarian Spanish
Q958259,Black Europeans of Sub-Saharan African ancestry
Q96,Mexico
Q9610,Bangla
Q961559,Nguni
Q962,Benin
Q962392,Desano
Q96380381,Haryanvi people
Q96402657,Ror
Q96577671,Kikongo
Q966714,Cofán people
Q9668261,Sixian dialect
Q967031,Jebero
Q968885,Menorcan
Q969552,Sara people
Q972684,Lepcha people
Q973254,Iban
Q973685,Mari
Q973846,Poles in Lithuania
Q97402668,Southern Kaduna
Q97466048,Togolese
Q974693,Italian Americans
Q97497557,Fulani
Q975894,Lugbara people
Q978982,Xavante
Q979914,Quebec French
Q98000063,Congolese
Q98000094,Congolese
Q98034430,Senegalese
Q980944,Murcian Spanish
Q98139677,Gwong people
Q990062,Homeric Greek
Q992401,Sicangu
Q99527566,Filipino British
Q99635758,Equatorial Guineans
Q99766936,Ivorians
